	SRR1927149	SRR1929485
PF07273 [Protein of unknown function (DUF1439)]	17	52
PF07274 [Protein of unknown function (DUF1440)]	11	56
PF07275 [Antirestriction protein (ArdA)]	2366	885
PF07278 [Protein of unknown function (DUF1441)]	1	18
PF07282 [Putative transposase DNA-binding domain]	40695	1495
PF07286 [Protein of unknown function (DUF1445)]	480	141
PF07290 [Protein of unknown function (DUF1449)]	13	66
PF07295 [Zinc-ribbon containing domain]	14	61
PF07302 [AroM protein]	77	88
PF07305 [Protein of unknown function (DUF1454)]	11	108
PF07308 [Protein of unknown function (DUF1456)]	7	44
PF07311 [Dodecin]	0	6
PF07313 [Protein of unknown function (DUF1460)]	1199	415
PF07314 [Protein of unknown function (DUF1461)]	247	15
PF07317 [Flagellar regulator YcgR]	6	50
PF07331 [Tripartite tricarboxylate transporter TctB family]	608	53
PF07332 [Putative Actinobacterial Holin-X, holin superfamily III]	2	41
PF07338 [Protein of unknown function (DUF1471)]	81	480
PF07348 [Syd protein (SUKH-2)]	17	87
PF07350 [Protein of unknown function (DUF1479)]	11	106
PF07351 [Protein of unknown function (DUF1480)]	3	31
PF07352 [Bacteriophage Mu Gam like protein]	122	6
PF07355 [Glycine/sarcosine/betaine reductase selenoprotein B (GRDB)]	159	25
PF07356 [Protein of unknown function (DUF1481)]	3	78
PF07358 [Protein of unknown function (DUF1482)]	7	54
PF07361 [Cytochrome b562]	5	70
PF07364 [Metallopeptidase family M81]	330	5
PF07366 [SnoaL-like polyketide cyclase]	276	164
PF07369 [Protein of unknown function (DUF1488)]	8	34
PF07382 [Histone H1-like nucleoprotein HC2]	0	65
PF07383 [Protein of unknown function (DUF1496)]	1	30
PF07385 [D-lyxose isomerase]	284	79
PF07396 [Phosphate-selective porin O and P]	2457	872
PF07399 [Putative Na+/H+ antiporter]	13	0
PF07409 [Phage protein GP46]	146	0
PF07411 [Domain of unknown function (DUF1508)]	298	55
PF07417 [Transcriptional regulator Crl]	9	74
PF07429 [4-alpha-L-fucosyltransferase glycosyl transferase group 56]	11	120
PF07432 [Histone H1-like protein Hc1]	265	73
PF07437 [YfaZ precursor]	18	56
PF07441 [SigmaK-factor processing regulatory protein BofA]	338	108
PF07449 [Hydrogenase-1 expression protein HyaE]	1	28
PF07450 [Formate hydrogenlyase maturation protein HycH]	12	93
PF07451 [Stage V sporulation protein AD (SpoVAD)]	861	334
PF07454 [Stage II sporulation protein P (SpoIIP)]	754	251
PF07456 [Heptaprenyl diphosphate synthase component I]	969	268
PF07463 [NUMOD4 motif]	964	316
PF07470 [Glycosyl Hydrolase Family 88]	6828	1632
PF07471 [Phage DNA packaging protein Nu1]	6	50
PF07475 [HPr Serine kinase C-terminal domain]	982	228
PF07476 [Methylaspartate ammonia-lyase C-terminus]	228	12
PF07477 [Glycosyl hydrolase family 67 C-terminus]	840	332
PF07478 [D-ala D-ala ligase C-terminus]	6287	1596
PF07479 [NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus]	2677	618
PF07484 [Phage Tail Collar Domain]	288	25
PF07486 [Cell Wall Hydrolase]	766	208
PF07488 [Glycosyl hydrolase family 67 middle domain]	980	414
PF07494 [Two component regulator propeller]	16540	6062
PF07495 [Y_Y_Y domain]	3340	1325
PF07497 [Rho termination factor, RNA-binding domain]	5395	1035
PF07498 [Rho termination factor, N-terminal domain]	88	102
PF07499 [RuvA, C-terminal domain]	147	43
PF07501 [G5 domain]	873	376
PF07503 [HypF finger]	26	40
PF07505 [Protein of unknown function (DUF5131)]	1119	295
PF07508 [Recombinase]	22301	5250
PF07509 [Protein of unknown function (DUF1523)]	8	5
PF07510 [Protein of unknown function (DUF1524)]	6461	414
PF07514 [Putative helicase]	7529	116
PF07516 [SecA Wing and Scaffold domain]	8044	2232
PF07517 [SecA DEAD-like domain]	8489	2296
PF07519 [Tannase and feruloyl esterase]	186	47
PF07520 [Virulence factor SrfB]	2218	482
PF07521 [Zn-dependent metallo-hydrolase RNA specificity domain]	1463	289
PF07523 [Bacterial Ig-like domain (group 3)]	257	1083
PF07538 [Clostridial hydrophobic W]	296	0
PF07549 [SecD/SecF GG Motif]	768	192
PF07553 [Host cell surface-exposed lipoprotein]	191	0
PF07555 [beta-N-acetylglucosaminidase ]	3648	172
PF07556 [Protein of unknown function (DUF1538)]	2445	588
PF07559 [Flagellar basal body protein FlaE]	2352	148
PF07561 [Domain of Unknown Function (DUF1540)]	114	28
PF07568 [Histidine kinase]	326	148
PF07578 [Lipid A Biosynthesis N-terminal domain]	623	138
PF07581 [The GLUG motif]	3649	871
PF07584 [Aerotolerance regulator N-terminal]	367	114
PF07591 [Pretoxin HINT domain]	568	18
PF07592 [Rhodopirellula transposase DDE domain]	6281	2542
PF07596 [Protein of unknown function (DUF1559)]	92	4
PF07598 [Protein of unknown function (DUF1561)]	37	11
PF07603 [Protein of unknown function (DUF1566)]	47	106
PF07610 [Protein of unknown function (DUF1573)]	3505	1219
PF07613 [Protein of unknown function (DUF1576)]	8	5
PF07615 [YKOF-related Family]	15	0
PF07632 [Protein of unknown function (DUF1593)]	222	66
PF07638 [ECF sigma factor]	52	0
PF07650 [KH domain]	6818	1701
PF07655 [Secretin N-terminal domain]	2644	13
PF07659 [Domain of Unknown Function (DUF1599)]	1068	218
PF07660 [Secretin and TonB N terminus short domain]	101	82
PF07661 [MORN repeat variant]	538	183
PF07662 [Na+ dependent nucleoside transporter C-terminus]	290	287
PF07663 [Sorbitol phosphotransferase enzyme II C-terminus]	56	44
PF07664 [Ferrous iron transport protein B C terminus]	4655	898
PF07669 [Eco57I restriction-modification methylase]	5298	1034
PF07670 [Nucleoside recognition]	6313	1262
PF07675 [Cleaved Adhesin Domain]	661	110
PF07676 [WD40-like Beta Propeller Repeat]	9515	2276
PF07678 [A-macroglobulin complement component]	31	1
PF07679 [Immunoglobulin I-set domain]	80	1
PF07681 [DoxX]	29	129
PF07683 [Cobalamin synthesis protein cobW C-terminal domain]	1596	386
PF07685 [CobB/CobQ-like glutamine amidotransferase domain]	1019	470
PF07687 [Peptidase dimerisation domain]	7399	1588
PF07690 [Major Facilitator Superfamily]	67540	22377
PF07691 [PA14 domain]	314	101
PF07693 [KAP family P-loop domain]	3007	800
PF07694 [5TMR of 5TMR-LYT]	259	222
PF07697 [7TM-HD extracellular]	1588	344
PF07698 [7TM receptor with intracellular HD hydrolase]	2253	597
PF07702 [UTRA domain]	703	574
PF07703 [Alpha-2-macroglobulin family N-terminal region]	630	246
PF07714 [Protein tyrosine kinase]	7252	1617
PF07715 [TonB-dependent Receptor Plug Domain]	80909	24019
PF07717 [Oligonucleotide/oligosaccharide-binding (OB)-fold]	3079	55
PF07719 [Tetratricopeptide repeat]	10965	3398
PF07720 [Tetratricopeptide repeat]	4	36
PF07721 [Tetratricopeptide repeat]	4	1
PF07722 [Peptidase C26]	3965	599
PF07724 [AAA domain (Cdc48 subfamily)]	11200	3039
PF07726 [ATPase family associated with various cellular activities (AAA)]	2982	573
PF07727 [Reverse transcriptase (RNA-dependent DNA polymerase)]	110	302
PF07728 [AAA domain (dynein-related subfamily)]	14095	2324
PF07729 [FCD domain]	2022	920
PF07730 [Histidine kinase]	207	316
PF07731 [Multicopper oxidase]	6	31
PF07732 [Multicopper oxidase]	13	173
PF07733 [Bacterial DNA polymerase III alpha subunit]	10334	2254
PF07736 [Chorismate mutase type I]	194	58
PF07739 [TipAS antibiotic-recognition domain]	200	123
PF07745 [Glycosyl hydrolase family 53]	3836	1333
PF07748 [Glycosyl hydrolases family 38 C-terminal domain]	633	474
PF07750 [GcrA cell cycle regulator]	8	73
PF07751 [Abi-like protein]	4884	1322
PF07754 [Domain of unknown function (DUF1610)]	10	1
PF07755 [Domain of unknown function (DUF1611_C) P-loop domain]	82	0
PF07759 [Protein of unknown function (DUF1615)]	16	87
PF07769 [psiF repeat]	11	39
PF07784 [Protein of unknown function (DUF1622)]	55	40
PF07786 [Protein of unknown function (DUF1624)]	769	56
PF07787 [Transmembrane protein 43]	566	157
PF07796 [Protein of unknown function (DUF1638)]	31	26
PF07799 [Protein of unknown function (DUF1643)]	488	100
PF07804 [HipA-like C-terminal domain]	6341	2095
PF07811 [TadE-like protein]	121	159
PF07813 [LTXXQ motif family protein]	21	129
PF07819 [PGAP1-like protein]	2	1
PF07826 [IMP cyclohydrolase-like protein]	1118	258
PF07831 [Pyrimidine nucleoside phosphorylase C-terminal domain]	652	320
PF07833 [Copper amine oxidase N-terminal domain]	45	6
PF07837 [Formiminotransferase domain, N-terminal subdomain]	891	202
PF07840 [FadR C-terminal domain]	7	28
PF07843 [Protein of unknown function (DUF1634)]	29	2
PF07848 [PaaX-like protein]	4	28
PF07853 [Protein of unknown function (DUF1648)]	449	120
PF07854 [Protein of unknown function (DUF1646)]	425	182
PF07859 [alpha/beta hydrolase fold]	3395	582
PF07863 [Homologues of TraJ from Bacteroides conjugative transposon]	1118	519
PF07866 [Protein of unknown function (DUF1653)]	1826	494
PF07869 [Protein of unknown function (DUF1656)]	14	71
PF07872 [Protein of unknown function (DUF1659)]	36	36
PF07873 [YabP family]	718	160
PF07875 [Coat F domain]	356	133
PF07876 [Stress responsive A/B Barrel Domain]	906	189
PF07881 [L-fucose isomerase, first N-terminal domain]	1267	332
PF07882 [L-fucose isomerase, second N-terminal domain]	1416	377
PF07883 [Cupin domain]	3822	1047
PF07884 [Vitamin K epoxide reductase family]	747	12
PF07885 [Ion channel]	46	7
PF07892 [Protein of unknown function (DUF1667)]	626	164
PF07902 [gp58-like protein]	45	12
PF07905 [Purine catabolism regulatory protein-like family]	612	152
PF07906 [ShET2 enterotoxin, N-terminal region]	52	262
PF07907 [YibE/F-like protein]	273	58
PF07916 [TraG-like protein, N-terminal region]	4126	87
PF07921 [Fibritin C-terminal region]	10	6
PF07922 [Glycosyltransferase family 52]	261	7
PF07927 [HicA toxin of bacterial toxin-antitoxin, ]	354	69
PF07929 [Plasmid pRiA4b ORF-3-like protein]	615	150
PF07934 [8-oxoguanine DNA glycosylase, N-terminal domain]	374	162
PF07940 [Heparinase II/III-like protein]	952	112
PF07943 [Penicillin-binding protein 5, C-terminal domain]	2176	226
PF07944 [Beta-L-arabinofuranosidase, GH127]	14348	3860
PF07947 [YhhN family]	1274	290
PF07949 [YbbR-like protein]	1462	289
PF07959 [L-fucokinase]	1475	47
PF07969 [Amidohydrolase family]	8828	1630
PF07971 [Glycosyl hydrolase family 92]	6963	2525
PF07972 [NrdI Flavodoxin like ]	4	44
PF07973 [Threonyl and Alanyl tRNA synthetase second additional domain]	10167	2069
PF07977 [FabA-like domain]	5720	805
PF07980 [SusD family]	53027	17048
PF07991 [Acetohydroxy acid isomeroreductase, NADPH-binding domain]	4876	754
PF07992 [Pyridine nucleotide-disulphide oxidoreductase]	22513	4659
PF07993 [Male sterility protein]	1165	352
PF07994 [Myo-inositol-1-phosphate synthase]	955	347
PF07995 [Glucose / Sorbosone dehydrogenase]	9	124
PF08000 [Bacterial PH domain]	49	50
PF08002 [Protein of unknown function (DUF1697)]	104	5
PF08003 [Protein of unknown function (DUF1698)]	1018	76
PF08006 [Protein of unknown function (DUF1700)]	245	28
PF08007 [Cupin superfamily protein]	5	39
PF08010 [Bacteriophage protein GP30.3]	529	63
PF08011 [PD-(D/E)XK nuclease superfamily]	27104	6740
PF08013 [Tagatose 6 phosphate kinase]	18	270
PF08019 [Domain of unknown function (DUF1705)]	2634	672
PF08020 [Protein of unknown function (DUF1706)   ]	175	54
PF08021 [Siderophore-interacting FAD-binding domain]	4	39
PF08028 [Acyl-CoA dehydrogenase, C-terminal domain]	788	320
PF08029 [HisG, C-terminal domain]	2172	262
PF08032 [RNA 2'-O ribose methyltransferase substrate binding]	1980	399
PF08124 [Polysaccharide lyase family 8, N terminal alpha-helical domain]	258	49
PF08125 [Mannitol dehydrogenase C-terminal domain]	3362	1569
PF08136 [30S ribosomal protein subunit S22 family]	2	19
PF08148 [DSHCT (NUC185) domain]	106	5
PF08173 [Membrane bound YbgT-like protein]	10	26
PF08178 [GnsA/GnsB toxin of bacterial toxin-antitoxin system]	3	26
PF08200 [Bacteriophage 1.1 Protein ]	10	26
PF08206 [Ribonuclease B OB domain]	3611	212
PF08207 [Elongation factor P (EF-P) KOW-like domain]	2058	523
PF08211 [Cytidine and deoxycytidylate deaminase zinc-binding region ]	324	156
PF08212 [Lipocalin-like domain]	583	168
PF08218 [Citrate lyase ligase C-terminal domain]	876	368
PF08220 [DeoR-like helix-turn-helix domain]	1932	725
PF08222 [CodY helix-turn-helix domain]	235	54
PF08223 [PaaX-like protein C-terminal domain]	4	28
PF08230 [CW_7 repeat]	11	87
PF08238 [Sel1 repeat]	46494	2263
PF08239 [Bacterial SH3 domain]	1598	735
PF08240 [Alcohol dehydrogenase GroES-like domain]	4857	1843
PF08241 [Methyltransferase domain]	4502	1453
PF08242 [Methyltransferase domain]	1566	335
PF08244 [Glycosyl hydrolases family 32 C terminal]	1418	436
PF08245 [Mur ligase middle domain]	30609	5807
PF08264 [Anticodon-binding domain of tRNA]	17319	3795
PF08267 [Cobalamin-independent synthase, N-terminal domain]	2830	322
PF08269 [Cache domain]	110	64
PF08272 [Topoisomerase I zinc-ribbon-like ]	1560	80
PF08274 [PhnA Zinc-Ribbon ]	5	26
PF08275 [DNA primase catalytic core, N-terminal domain]	5136	786
PF08278 [DNA primase DnaG DnaB-binding ]	10	53
PF08279 [HTH domain]	1038	384
PF08281 [Sigma-70, region 4]	11911	3497
PF08282 [haloacid dehalogenase-like hydrolase]	9213	2979
PF08291 [Peptidase M15 ]	2451	242
PF08298 [PrkA AAA domain]	18	90
PF08299 [Bacterial dnaA protein helix-turn-helix]	6198	1055
PF08305 [NPCBM/NEW2 domain]	681	128
PF08306 [Glycosyl hydrolase family 98]	1191	290
PF08307 [Glycosyl hydrolase family 98 C-terminal domain]	45	24
PF08308 [PEGA domain]	2685	449
PF08323 [Starch synthase catalytic domain]	8064	1568
PF08328 [Adenylosuccinate lyase C-terminal]	3705	482
PF08331 [Domain of unknown function (DUF1730)]	3349	146
PF08334 [Type II secretion system (T2SS), protein G]	1771	147
PF08335 [GlnD PII-uridylyltransferase]	11669	367
PF08338 [Domain of unknown function (DUF1731)]	8	33
PF08340 [Domain of unknown function (DUF1732)]	3610	698
PF08341 [Thioester domain]	10	149
PF08343 [Ribonucleotide reductase N-terminal]	10	79
PF08345 [Flagellar M-ring protein C-terminal]	2944	200
PF08346 [AntA/AntB antirepressor]	264	0
PF08348 [YheO-like PAS domain]	142	105
PF08349 [Protein of unknown function (DUF1722)]	7	51
PF08352 [Oligopeptide/dipeptide transporter, C-terminal region]	5997	903
PF08353 [Domain of unknown function (DUF1727)]	215	167
PF08357 [SEFIR domain]	379	28
PF08361 [MAATS-type transcriptional repressor, C-terminal region]	20	88
PF08362 [YcdC-like protein, C-terminal region]	1	44
PF08364 [Bacterial translation initiation factor IF-2 associated region]	16	82
PF08367 [Peptidase M16C associated]	1470	487
PF08378 [Nuclease-related domain]	556	91
PF08388 [Group II intron, maturase-specific domain]	5742	1977
PF08400 [Prophage tail fibre N-terminal]	4	36
PF08401 [Domain of unknown function (DUF1738)]	2819	648
PF08402 [TOBE domain]	3370	462
PF08411 [Exonuclease C-terminal]	129	76
PF08423 [Rad51]	2593	156
PF08433 [Chromatin associated protein KTI12 ]	10	1
PF08436 [1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal]	2927	568
PF08437 [Glycosyl transferase family 8 C-terminal]	4	6
PF08439 [Oligopeptidase F]	1418	166
PF08442 [ATP-grasp domain]	1951	113
PF08443 [RimK-like ATP-grasp domain]	226	48
PF08445 [FR47-like protein]	25	58
PF08447 [PAS fold]	1600	477
PF08448 [PAS fold]	306	244
PF08450 [SMP-30/Gluconolaconase/LRE-like region]	564	326
PF08455 [Bacterial SNF2 helicase associated]	627	29
PF08459 [UvrC Helix-hairpin-helix N-terminal]	10264	1916
PF08461 [Ribonuclease R winged-helix domain]	2	28
PF08463 [EcoEI R protein C-terminal]	1988	564
PF08468 [Methyltransferase small domain N-terminal]	159	34
PF08478 [POTRA domain, FtsQ-type]	1064	226
PF08479 [POTRA domain, ShlB-type]	868	311
PF08481 [GBS Bsp-like repeat]	34	12
PF08482 [ATP-dependent helicase C-terminal]	1346	516
PF08484 [C-methyltransferase C-terminal domain]	10	1
PF08485 [Polysaccharide biosynthesis protein C-terminal]	436	54
PF08486 [Stage II sporulation protein]	3922	1578
PF08489 [Domain of unknown function (DUF1743)]	18	4
PF08494 [DEAD/H associated]	18	101
PF08495 [FIST N domain]	394	193
PF08496 [Peptidase family S49 N-terminal]	1771	65
PF08497 [Radical SAM N-terminal]	4936	1062
PF08501 [Shikimate dehydrogenase substrate binding domain]	3959	974
PF08502 [LeuA allosteric (dimerisation) domain]	6063	901
PF08503 [Tetrahydrodipicolinate succinyltransferase N-terminal]	11	10
PF08522 [Domain of unknown function (DUF1735)]	2803	640
PF08529 [NusA N-terminal domain]	5162	1513
PF08530 [X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain]	308	36
PF08531 [Alpha-L-rhamnosidase N-terminal domain]	2070	916
PF08532 [Beta-galactosidase trimerisation domain]	443	222
PF08534 [Redoxin]	2884	799
PF08535 [KorB domain]	26	0
PF08541 [3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  ]	3680	618
PF08543 [Phosphomethylpyrimidine kinase]	7334	1581
PF08544 [GHMP kinases C terminal ]	593	248
PF08545 [3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III]	3720	613
PF08546 [Ketopantoate reductase PanE/ApbA C terminal]	2275	308
PF08645 [Polynucleotide kinase 3 phosphatase]	58	0
PF08659 [KR domain]	4987	1080
PF08660 [Oligosaccharide biosynthesis protein Alg14 like]	123	2
PF08665 [PglZ domain]	2575	934
PF08666 [SAF domain]	572	163
PF08668 [HDOD domain]	4428	85
PF08669 [Glycine cleavage T-protein C-terminal barrel domain]	1070	245
PF08676 [MutL C terminal dimerisation domain]	3500	1024
PF08681 [Protein of unknown function (DUF1778)]	63	1
PF08684 [DNA mimic ocr]	30	59
PF08706 [D5 N terminal like]	49	47
PF08707 [Primase C terminal 2 (PriCT-2)   ]	191	1
PF08713 [DNA alkylation repair enzyme]	2209	564
PF08719 [Domain of unknown function (DUF1768)]	1191	140
PF08722 [TnsA endonuclease N terminal]	1	9
PF08747 [Domain of unknown function (DUF1788)]	246	42
PF08751 [TrwC relaxase]	12	10
PF08753 [NikR C terminal nickel binding domain]	2	32
PF08755 [Hemimethylated DNA-binding protein YccV like]	6	37
PF08757 [CotH kinase protein]	13334	889
PF08759 [Glycosyltransferase GT-D fold]	45	6
PF08760 [Domain of unknown function (DUF1793)]	37	8
PF08761 [dUTPase]	206	7
PF08765 [Mor transcription activator family]	107	1
PF08769 [Sporulation initiation factor Spo0A C terminal]	1949	624
PF08774 [VRR-NUC domain]	41	1
PF08775 [ParB family]	19	33
PF08780 [Nucleotidyltransferase substrate binding protein like]	1420	186
PF08786 [DcrB]	15	74
PF08795 [Putative papain-like cysteine peptidase (DUF1796)]	11	28
PF08797 [HIRAN domain]	122	0
PF08798 [CRISPR associated protein]	202	75
PF08800 [VirE N-terminal domain]	3050	1463
PF08803 [Putative mono-oxygenase ydhR]	3	22
PF08804 [gp32 DNA binding protein like]	0	17
PF08808 [RES domain]	72	333
PF08812 [YtxC-like family]	126	0
PF08816 [Inhibitor of vertebrate lysozyme (Ivy)]	8	78
PF08821 [CGGC domain]	289	26
PF08827 [Domain of unknown function (DUF1805)]	2	10
PF08837 [Protein of unknown function (DUF1810)]	548	64
PF08840 [BAAT / Acyl-CoA thioester hydrolase C terminal]	116	20
PF08842 [Fimbrillin-A associated anchor proteins Mfa1 and Mfa2]	4666	1990
PF08843 [Nucleotidyl transferase AbiEii toxin, Type IV TA system]	11968	2990
PF08845 [Toxin SymE, type I toxin-antitoxin system]	0	19
PF08849 [Putative inner membrane protein (DUF1819)]	431	129
PF08861 [Domain of unknown function DUF1828]	31	63
PF08862 [Domain of unknown function DUF1829]	37	63
PF08863 [YolD-like protein]	52	0
PF08867 [FRG domain]	215	69
PF08870 [DNA sulphur modification protein DndE]	45	14
PF08876 [Domain of unknown function (DUF1836)]	860	256
PF08878 [Domain of unknown function (DUF1837)]	138	41
PF08885 [GSCFA family]	1571	624
PF08887 [GAD-like domain]	6	11
PF08889 [WbqC-like protein family]	1493	413
PF08890 [Phage XkdN-like tail assembly chaperone protein, TAC]	123	2
PF08891 [YfcL protein]	3	26
PF08901 [Protein of unknown function (DUF1847)]	273	134
PF08902 [Domain of unknown function (DUF1848)]	841	169
PF08903 [Domain of unknown function (DUF1846)]	4974	1459
PF08905 [Domain of unknown function (DUF1850)]	394	106
PF08906 [Domain of unknown function (DUF1851)]	6	21
PF08909 [Domain of unknown function (DUF1854)]	191	16
PF08918 [PhoQ Sensor]	26	168
PF08924 [Domain of unknown function (DUF1906)]	10	0
PF08937 [MTH538 TIR-like domain (DUF1863)]	173	50
PF08942 [Domain of unknown function (DUF1919)]	69	0
PF08943 [CsiD]	9	89
PF08946 [Osmosensory transporter coiled coil]	6	71
PF08950 [Protein of unknown function (DUF1861)]	6	0
PF08956 [Domain of unknown function (DUF1869)]	3	19
PF08965 [Domain of unknown function (DUF1870)]	10	21
PF08971 [Glycogen synthesis protein]	6	25
PF08973 [Domain of unknown function (DUF1893)]	286	32
PF08974 [Domain of unknown function (DUF1877)]	43	61
PF08984 [Domain of unknown function (DUF1858)]	507	199
PF08986 [Domain of unknown function (DUF1889)]	12	40
PF08989 [Domain of unknown function (DUF1896)]	1756	564
PF09002 [Domain of unknown function (DUF1887)]	16	138
PF09003 [Bacteriophage lambda integrase, Arm DNA-binding domain ]	4	24
PF09012 [FeoC like transcriptional regulator]	14	53
PF09015 [NgoMIV restriction enzyme]	68	8
PF09019 [EcoRII C terminal]	340	0
PF09021 [HutP]	216	137
PF09035 [Excisionase from transposon Tn916]	709	198
PF09043 [D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit]	761	138
PF09078 [CheY binding]	7	32
PF09079 [CDC6, C terminal winged helix domain]	93	3
PF09082 [Domain of unknown function (DUF1922)]	5	5
PF09084 [NMT1/THI5 like]	1956	334
PF09087 [Cyclomaltodextrinase, N-terminal]	1202	313
PF09093 [Lyase, catalytic]	26	7
PF09094 [Domain of unknown function (DUF1925)]	61	4
PF09095 [Domain of unknown function (DUF1926)]	212	22
PF09106 [Elongation factor SelB, winged helix ]	10	33
PF09107 [Elongation factor SelB, winged helix ]	36	45
PF09112 [Peptide-N-glycosidase F, N terminal]	31	44
PF09115 [DNA polymerase III, delta subunit, C terminal]	8	30
PF09124 [T4 recombination endonuclease VII, dimerisation]	0	15
PF09134 [Invasin, domain 3]	55	301
PF09136 [Glucodextranase, domain B]	20	0
PF09140 [ATPase MipZ]	609	171
PF09148 [Domain of unknown function (DUF1934)]	732	279
PF09157 [Pseudouridine synthase II TruB, C-terminal]	4	47
PF09160 [FimH, mannose binding]	24	129
PF09163 [Formate dehydrogenase N, transmembrane]	10	52
PF09180 [Prolyl-tRNA synthetase, C-terminal]	1241	476
PF09182 [Bacterial purine repressor, N-terminal]	44	14
PF09186 [Domain of unknown function (DUF1949)]	198	85
PF09190 [DALR domain]	1935	191
PF09195 [Restriction endonuclease BglII]	48	11
PF09206 [Alpha-L-arabinofuranosidase B, catalytic]	68	96
PF09209 [Domain of unknown function (DUF1956)]	6	40
PF09210 [Domain of unknown function (DUF1957)]	587	136
PF09212 [Carbohydrate binding module 27]	49	60
PF09217 [Restriction endonuclease EcoRII, N-terminal]	284	3
PF09223 [ZinT (YodA) periplasmic lipocalin-like zinc-recruitment]	130	109
PF09233 [Restriction endonuclease EcoRV]	92	65
PF09234 [Domain of unknown function (DUF1963)]	828	201
PF09243 [Mitochondrial small ribosomal subunit Rsm22]	74	0
PF09254 [Restriction endonuclease FokI, C terminal]	41	120
PF09261 [Alpha mannosidase middle domain]	566	156
PF09269 [Domain of unknown function (DUF1967)]	766	358
PF09278 [MerR, DNA binding]	8	53
PF09285 [Elongation factor P, C-terminal]	2057	475
PF09290 [Prokaryotic acetaldehyde dehydrogenase, dimerisation]	7	47
PF09299 [Mu transposase, C-terminal]	110	1
PF09312 [SurA N-terminal domain]	1096	63
PF09313 [Domain of unknown function (DUF1971)]	7	35
PF09314 [Domain of unknown function (DUF1972)]	217	9
PF09317 [Domain of unknown function (DUF1974)]	8	59
PF09327 [Domain of unknown function (DUF1983)]	10	216
PF09330 [D-lactate dehydrogenase, membrane binding]	15	95
PF09334 [tRNA synthetases class I (M)]	23568	5087
PF09335 [SNARE associated Golgi protein]	4382	1077
PF09338 [Glycine/sarcosine/betaine reductase component B subunits]	152	35
PF09339 [IclR helix-turn-helix domain]	118	282
PF09343 [Conserved hypothetical protein 2217 (DUF2460)]	45	0
PF09344 [CT1975-like protein]	250	181
PF09346 [SMI1 / KNR4 family (SUKH-1)]	66	10
PF09350 [Domain of unknown function (DUF1992)]	5	57
PF09357 [RteC protein]	2651	967
PF09359 [VTC domain]	1768	234
PF09360 [Iron-binding zinc finger CDGSH type]	0	9
PF09363 [XFP C-terminal domain]	118	60
PF09364 [XFP N-terminal domain]	189	68
PF09365 [Conserved hypothetical protein (DUF2461)]	821	110
PF09370 [Phosphoenolpyruvate hydrolase-like]	15	2
PF09371 [Tex-like protein N-terminal domain]	2057	980
PF09374 [Predicted Peptidoglycan domain]	150	139
PF09375 [Imelysin]	1859	433
PF09381 [Outer membrane protein G (OmpG)]	8	73
PF09382 [RQC domain]	1441	468
PF09383 [NIL domain]	3047	427
PF09392 [Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF]	4	13
PF09393 [Phage tail tube protein]	229	28
PF09394 [Chagasin family peptidase inhibitor I42]	146	17
PF09397 [Ftsk gamma domain]	4592	979
PF09400 [Protein of unknown function (DUF2002)]	5	41
PF09411 [Lipid A 3-O-deacylase (PagL)]	0	53
PF09413 [Putative prokaryotic signal transducing protein ]	103	21
PF09414 [RNA ligase]	112	0
PF09419 [Mitochondrial PGP phosphatase]	32	0
PF09424 [Yqey-like protein]	1962	411
PF09430 [Protein of unknown function (DUF2012)]	534	9
PF09455 [CRISPR-associated (Cas) DxTHG family]	101	0
PF09456 [RcsC Alpha-Beta-Loop (ABL)]	9	76
PF09471 [IgA Peptidase M64]	4402	1251
PF09479 [Listeria-Bacteroides repeat domain (List_Bact_rpt)]	14078	2396
PF09480 [Type III secretion system protein PrgH-EprH (PrgH)]	9	67
PF09481 [CRISPR-associated protein Cse1 (CRISPR_cse1)]	370	199
PF09482 [Bacterial type III secretion apparatus protein (OrgA_MxiK)]	0	38
PF09485 [CRISPR-associated protein Cse2 (CRISPR_cse2)]	135	56
PF09491 [AlwI restriction endonuclease]	41	106
PF09492 [Pectic acid lyase]	769	369
PF09500 [Putative thioesterase (yiiD_Cterm)]	3	30
PF09508 [Lacto-N-biose phosphorylase N-terminal TIM barrel domain]	414	143
PF09509 [Protein of unknown function (Hypoth_ymh)]	638	162
PF09511 [RNA ligase]	2234	3
PF09512 [Thiamine-precursor transporter protein (ThiW)]	244	190
PF09515 [Thiamine transporter protein (Thia_YuaJ)]	964	195
PF09516 [CfrBI restriction endonuclease]	9	17
PF09517 [Eco29kI restriction endonuclease]	15	2
PF09519 [HindVP restriction endonuclease]	90	49
PF09520 [Type II restriction endonuclease, TdeIII]	66	6
PF09521 [NgoPII restriction endonuclease]	10	0
PF09524 [Conserved phage C-terminus (Phg_2220_C)]	18	0
PF09526 [Probable metal-binding protein (DUF2387)]	4	50
PF09527 [Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter]	194	114
PF09529 [Integral membrane protein (intg_mem_TP0381)]	179	143
